SECTION ID,HIGHWAY,SECTION,SECTION LENGTH,SECTION DESCRIPTION,Date,DESCRIPTION,GROUP,TYPE,COUNTY,PTRUCKS,ADT,AADT,DIRECTION,85PCT,PRIORITY_POINTS
3135,3,135,10.82,CENTRE-LUNENBURG LINE TO RTE 332 (UPPER LAHAVE),09/24/2018,3 KM WEST OF RTE 332 (LUNENBURG) (WB),B,VC,LUN,5,2113,1920,W,,
3140,3,140,4.24,RTE 332 (UPPER LAHAVE) TO BRIDGEWATER-DAYSPRING LINE,09/24/2018,1 KM EAST OF BRIDGEWATER/DAYSPRING LINE,A,TC,LUN,,5875,5480,,,
332005,332,5,1.59,TK 3 (DEANS CORNER) TO TK 3 (CENTRE),09/24/2018,0.5 KM WEST OF RTE 324 (WB),C,VC,LUN,5,1521,1360,W,,
332005,332,5,1.59,TK 3 (DEANS CORNER) TO TK 3 (CENTRE),09/24/2018,0.5 KM WEST OF RTE 324 (EB),C,VC,LUN,5,1722,1540,E,,
332025,332,25,12.06,FERRY TERMINAL (LAHAVE) TO TK 3 (UPPER LAHAVE),09/24/2018,3 KM EAST OF TK 3 (UPPER LAHAVE),C,TC,LUN,,803,720,,,
332010,332,10,11.69,TK 3 (CENTRE) TO KINGSBURG RD (ROSE BAY),09/24/2018,3 KM WEST OF TK 3 (CENTRE),C,TC,LUN,,2239,2000,,,
324010,324,10,5.26,RTE 325 (BLOCKHOUSE) TO FAUXBURG-NORTHWEST LINE,09/24/2018,2.5 KM SOUTH OF RTE 325 (NB),B,VC,LUN,13,2295,2080,N,,
324010,324,10,5.26,RTE 325 (BLOCKHOUSE) TO FAUXBURG-NORTHWEST LINE,09/24/2018,2.5 KM SOUTH OF RTE 325 (SB),B,VC,LUN,7,2268,2060,S,,
324020,324,20,5.49,FAUXBURG-NORTHWEST LINE TO TK 3 (LUNENBURG),09/24/2018,1.5 KM NORTH OF RTE 332 (LUNENBURG) (SB),B,VC,LUN,36,2306,2090,S,,
324020,324,20,5.49,FAUXBURG-NORTHWEST LINE TO TK 3 (LUNENBURG),09/24/2018,1.5 KM NORTH OF RTE 332 (LUNENBURG) (NB),B,VC,LUN,15,2387,2170,N,,
7030,7,30,5.02,HWY 107 (EAST PRESTON) TO MINESVILLE RD,09/20/2018,JUST EAST OF HWY 107 (EAST PRESTION) (EB),A,VC,HFX,3,1942,1830,E,,
7030,7,30,5.02,HWY 107 (EAST PRESTON) TO MINESVILLE RD,09/20/2018,JUST EAST OF HWY 107 (EAST PRESTION) (WB),A,VC,HFX,4,1944,1830,W,,
207025,207,25,5.95,WEST LAWRENCETOWN RD TO WEST PORTERS LAKE RD,09/20/2018,NEAR ENTERANCE TO LAWRENCETOWN BEACH PARK (EB),B,VC,HFX,3,1188,1060,E,,
207027,207,27,12,WEST PORTERS LAKE RD TO BELLEFONTAINE RD,09/20/2018,2 KM EAST OF CAUSEWAY RD (EB),B,VC,HFX,5,802,720,,,
207027,207,27,12,WEST PORTERS LAKE RD TO BELLEFONTAINE RD,09/20/2018,2 KM EAST OF CAUSEWAY RD (WB),B,VC,HFX,,758,680,,,
207025,207,25,5.95,WEST LAWRENCETOWN RD TO WEST PORTERS LAKE RD,09/20/2018,NEAR ENTERANCE TO LAWRENCETOWN BEACH PARK (WB),B,VC,HFX,4,1127,1010,W,,
224035,224,35,9.27,MOOSELAND RD (MOOSE RIVER RD) TO RTE 357 (MIDDLE MUSQUODOBOIT),09/19/2018,1.5 KM WEST OF ELMSVALE (WB),C,VC,HFX,10,716,630,W,,
224035,224,35,9.27,MOOSELAND RD (MOOSE RIVER RD) TO RTE 357 (MIDDLE MUSQUODOBOIT),09/19/2018,1.5 KM WEST OF ELMSVALE (EB),C,VC,HFX,10,713,630,E,,
357010,357,10,12.23,TK 7 (MUSQUODOBOIT HARBOUR) TO CRAWFORDS BRIDGE (MUSQUODOBOIT RIVER),09/19/2018,1 KM NORTH OF TK 7 (NB),B,VC,HFX,4,642,570,N,,
357010,357,10,12.23,TK 7 (MUSQUODOBOIT HARBOUR) TO CRAWFORDS BRIDGE (MUSQUODOBOIT RIVER),09/19/2018,1 KM NORTH OF TK 7 (SB),B,VC,HFX,4,663,590,S,,
3020,3,20,8.72,HWY 103 (EXIT 4) TO RTE 333 (UPPER TANTALLON),09/18/2018,1.5 KM WEST OF HWY 103 (SHELDRAKE LAKE) (EB),B,VC,HFX,6,2927,2620,E,,
3020,3,20,8.72,HWY 103 (EXIT 4) TO RTE 333 (UPPER TANTALLON),09/18/2018,1.5 KM WEST OF HWY 103 (SHELDRAKE LAKE) (WB),B,VC,HFX,7,2762,2470,W,,
213030,213,30,9.84,LUCASVILLE RD (HAMMONDS PLAINS) TO HWY 103 INTER/C,09/18/2018,0.25 KM EAST OF HWY 103 (WB),A,VC,HFX,19,6166,5810,W,,
213030,213,30,9.84,LUCASVILLE RD (HAMMONDS PLAINS) TO HWY 103 INTER/C,09/18/2018,0.25 KM EAST OF HWY 103 (EB),A,VC,HFX,19,6473,6100,E,,
14095,14,95,4.35,CHESTER GRANT RD (WINDSOR RD) TO HWY 103 (EXIT 8),09/18/2018,3 KM EAST OF HWY 103 INTER/C,B,TC,LUN,,1823,1640,,,
7010,7,10,0.2,CIVIC 134 TO BEDFORD BYPASS (OVERPASS),09/13/2018,DARTMOUTH RD - 0.22 KM EAST OF EAGLEWOOD DR (EB),AA,TC,HFX,,8951,8490,E,,
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),09/11/2018,0.5 KM EAST OF TK 14,D,TC,LUN,,7177,6460,,,
103100,103,100,11.66,EXIT 11 (RTE 324)(BLOCKHOUSE) TO EXIT 12 (TK 10)(BRIDGEWATER),09/11/2018,2.5 KM WEST OF EXIT 11 (WB) (LOOPS),C,TC,LUN,,5409,4960,W,,
103100,103,100,11.66,EXIT 11 (RTE 324)(BLOCKHOUSE) TO EXIT 12 (TK 10)(BRIDGEWATER),09/11/2018,2.5 KM WEST OF EXIT 11 (EB) (LOOPS),C,TC,LUN,,5330,4630,E,,
1110,1,110,9.52,HANTSPORT CONN TO HWY 101 (AVONPORT),09/04/2018,B/T TANNERY RD AND AVON ST,B,TC,KIN,,2017,1780,,,
103270,103,270,10.15,EXIT 33 (TUSKET) TO HARDSCRATCH RD (YARMOUTH),09/04/2018,5.5 KM WEST OF EXIT 33,B,TC,YAR,,7133,6040,,,
101300,101,300,7.15,EXIT 34 (RTE 340)(HEBRON) TO TK 3 (YARMOUTH),09/04/2018,2 KM WEST OF EXIT 34,B,TC,YAR,,4355,3690,,,
217010,217,10,1.1,RTE 303 (WARWICK ST) TO DIGBY TOWN LINE,08/27/2018,AT CIVIC #111 (EB),B,VC,DIG,7,1445,1170,E,,
217010,217,10,1.1,RTE 303 (WARWICK ST) TO DIGBY TOWN LINE,08/27/2018,AT CIVIC #111 (WB),B,VC,DIG,7,1225,990,W,,
303010,303,10,2.09,HWY 101 INTER/S TO DIGBY TOWN LINE SOUTH,08/27/2018,B/T TRAFFIC LIGHTS AND MCDONALDS (SB),B,VC,DIG,21,6124,4940,S,,
303010,303,10,2.09,HWY 101 INTER/S TO DIGBY TOWN LINE SOUTH,08/27/2018,B/T TRAFFIC LIGHTS AND MCDONALDS (NB),B,VC,DIG,24,4150,3350,N,,
16015,16,15,10.63,ANTIGONISH-GUYSBOROUGH COUNTY LINE TO OLD MONASTERY RD (NORTH RIVERSIDE),08/22/2018,0.75 KM NORTH OF OLD MONASTERY RD (SB),D,VC,GUY,10,704,540,S,,
320010,320,10,7.73,TK 4 (GRAND ANSE) TO RTE 206 (MARTINIQUE),08/22/2018,AT LOUISDALE BRIDGE (SB),A,VC,RIC,5,1305,1070,S,,
320010,320,10,7.73,TK 4 (GRAND ANSE) TO RTE 206 (MARTINIQUE),08/22/2018,AT LOUISDALE BRIDGE (NB),A,VC,RIC,5,1314,1080,N,,
16015,16,15,10.63,ANTIGONISH-GUYSBOROUGH COUNTY LINE TO OLD MONASTERY RD (NORTH RIVERSIDE),08/22/2018,0.75 KM NORTH OF OLD MONASTERY RD (NB),D,VC,GUY,10,713,540,N,,
208020,208,20,10.51,QUEENS/LUNENBURG COUNTY LINE TO UP BRANCH RD (HEMFORD),08/21/2018,2 KM WEST OF LEMUEL SMITH RD,B,TC,LUN,,381,310,,,
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),08/15/2018,0.5 KM EAST OF TK 14 (WB),D,VC,LUN,8,3698,2670,W,,
14095,14,95,4.35,CHESTER GRANT RD (WINDSOR RD) TO HWY 103 (EXIT 8),08/15/2018,3 KM EAST OF HWY 103 INTER/C,B,TC,LUN,,1769,1380,,,
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),08/15/2018,0.5 KM EAST OF TK 14 (EB),D,VC,LUN,8,3609,2650,E,,
4014,4,14,7.32,STEVENS CROSS RD TO HIGHWAY 104 CONNECTOR (EXIT 18A),08/09/2018,0.5 KM EAST OF STEVENS CROSS RD (WB),D,VC,COL,12,445,320,W,,
4014,4,14,7.32,STEVENS CROSS RD TO HIGHWAY 104 CONNECTOR (EXIT 18A),08/09/2018,0.5 KM EAST OF STEVENS CROSS RD (EB),D,VC,COL,12,448,320,E,,
289061,289,61,8.05,NEW GLASGOW TOWN LINE EAST TO RTE 348 (LITTLE HARBOUR),08/09/2018,3 KM EAST OF NEW GLASGOW TOWN LINE (EAST) (EB),D,VC,PIC,4,1212,870,E,,
289061,289,61,8.05,NEW GLASGOW TOWN LINE EAST TO RTE 348 (LITTLE HARBOUR),08/09/2018,3 KM EAST OF NEW GLASGOW TOWN LINE (EAST) (WB),D,VC,PIC,5,1179,850,W,,
208010,208,10,5.65,TK 8 (SOUTH BROOKFIELD) TO OLD ANNAPOLIS RD,08/08/2018,0.25 KM EAST OF MOLEGA RD (EB),C,VC,QUE,4,705,490,E,,
10035,10,35,10.83,LAKE PLEASANT RD (SPRINGFIELD) TO NORTH RIVER RD (MEISENERS SECTION),08/08/2018,ANNAPOLIS/LUNENBURG COUNTY LINE,A,TC,ANN,,1212,1070,,,
325015,325,15,3.5,EAST CLIFFORD RD TO MONK RD (BAKERS SETTLEMENT),08/08/2018,JUST SOUTH OF KNOX RD,A,TC,LUN,,1871,1650,,,
208015,208,15,8.82,OLD ANNAPOLIS RD TO QUEENS/LUNENBURG COUNTY LINE,08/08/2018,0.25 KM EAST OF OLD ANNAPOLIS RD,A,TC,QUE,,1567,1380,,,
208010,208,10,5.65,TK 8 (SOUTH BROOKFIELD) TO OLD ANNAPOLIS RD,08/08/2018,0.25 KM EAST OF MOLEGA RD (WB),C,VC,QUE,5,746,520,W,,
208025,208,25,10.62,UP BRANCH RD (HEMFORD) TO TK 10 (NEW GERMANY),08/01/2018,3 KM WEST OF TK 10 (NEW GERMANY) (WB),B,VC,LUN,4,369,300,W,,
325010,325,10,9.66,RTE 208 (COLPTON) TO EAST CLIFFORD RD,08/01/2018,0.25 KM SOUTH OF RTE 208,A,TC,LUN,,1380,1220,,,
208025,208,25,10.62,UP BRANCH RD (HEMFORD) TO TK 10 (NEW GERMANY),08/01/2018,3 KM WEST OF TK 10 (NEW GERMANY) (EB),B,VC,LUN,4,381,310,E,,
331020,331,20,8.78,NEW CUMBERLAND RD (PLEASANTVILLE) TO FERRY TERMINAL,07/25/2018,1.5 KM SOUTH OF CUMBERLAND RD,C,TC,LUN,,2718,2030,,,
331015,331,15,6.51,BRIDGEWATER TOWN LINE SOUTH TO NEW CUMBERLAND RD (PLEASANTVILLE),07/25/2018,0.5 KM SOUTH OF PINE ST,A,TC,LUN,,4879,4320,,,
331028,331,28,6.69,PETIT RIVER BRIDGE TO BACK RD (BROAD COVE),07/25/2018,3 KM SOUTH OF PETITE RIVIERE BRIDGE,C,TC,LUN,,840,630,,,
331035,331,35,9.3,HIRTLE RD (VOGLERS COVE) TO HWY 103 (MILL VILLAGE),07/25/2018,LUNENBURG/QUEENS COUNTY LINE,B,TC,LUN,,494,410,,,
331030,331,30,8.87,BACK RD (BROAD COVE) TO HIRTLE RD (VOGLERS COVE),07/25/2018,2.5 KM SOUTH OF BACK RD (SB),B,VC,LUN,2,282,240,S,,
331030,331,30,8.87,BACK RD (BROAD COVE) TO HIRTLE RD (VOGLERS COVE),07/25/2018,2.5 KM SOUTH OF BACK RD (NB),B,VC,LUN,2,290,240,N,,
210015,210,15,9.23,MEDWAY RIVER RD (GREENFIELD) TO QUEENS-LUNENBURG COUNTY LINE,07/24/2018,JUST WEST OF BUCKFIELD RD,C,TC,QUE,,1377,1030,,,
210020,210,20,6.65,QUEENS/LUNENBURG COUNTY LINE TO KNOX RD,07/24/2018,JUST WEST OF HENLEY RD (EB),C,VC,LUN,7,712,530,E,,
210010,210,10,8.88,TK 8 TO MEDWAY RIVER RD (GREENFIELD),07/24/2018,2 KM WEST OF MEDWAY RIVER RD (WB),C,VC,QUE,9,431,320,W,,
210010,210,10,8.88,TK 8 TO MEDWAY RIVER RD (GREENFIELD),07/24/2018,2 KM WEST OF MEDWAY RIVER RD (EB),C,VC,QUE,9,438,330,E,,
325025,325,25,0.79,HWY 103 INTER/C TO BRIDGEWATER TOWN LINE,07/24/2018,JUST SOUTH OF HWY 103 INTER/C,C,TC,LUN,,11685,8710,,,
325040,325,40,10.3,BRIDGEWATER - OAKHILL LINE TO RTE 324 (BLOCKHOUSE),07/24/2018,1.5 KM SOUTH OF BRIDGEWATER TOWN LINE,A,TC,LUN,,4333,3840,,,
325020,325,20,11.97,MONK RD (BAKERS SETTLEMENT) TO HWY 103 INTER/C,07/24/2018,JUST SOUTH OF WATERLOO RD,C,TC,LUN,,4979,3710,,,
210020,210,20,6.65,QUEENS/LUNENBURG COUNTY LINE TO KNOX RD,07/24/2018,JUST WEST OF HENLEY RD (WB),C,VC,LUN,7,696,520,W,,
210025,210,25,9.55,KNOX RD TO RTE 325,07/24/2018,JUST EAST OF ROAD TO WATERLOO,C,TC,LUN,,2353,1760,,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),07/23/2018,1 KM NORTH OF BRUHN RD,A,TC,LUN,,3781,3350,,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,07/23/2018,JUST NORTH OF RHODENIZER RD,A,TC,LUN,,5104,4520,,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/23/2018,JUST SOUTH OF RTE 331 (NB),A,VC,LUN,17,3291,2920,N,,
10038,10,38,7.25,NORTH RIVER RD (MEISENERES SECTION) TO BARSS CORNER RD (NEW GERMANY),07/23/2018,0.25 KM NORTH OF CONRAD RD,A,TC,LUN,,1778,1580,,,
10040,10,40,8.71,BARSS CORNER RD (NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST),07/23/2018,PINEHURST (NB) (LOOPS),A,VC,LUN,23,1560,1380,N,,
10040,10,40,8.71,BARSS CORNER RD (NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST),07/23/2018,PINEHURST (SB) (LOOPS),A,VC,LUN,22,1544,1370,S,,
103100,103,100,11.66,EXIT 11 (RTE 324)(BLOCKHOUSE) TO EXIT 12 (TK 10)(BRIDGEWATER),07/23/2018,2.5 KM WEST OF EXIT 11 (EB) (LOOPS),C,TC,LUN,,6124,4570,E,,
331005,331,5,1.06,TK 10 (COOKVILLE) TO BRIDGEWATER TOWN LINE NORTH,07/23/2018,100 M NORTH OF RIVERVIEW DR (NB),A,VC,LUN,4,1416,1190,N,,
331005,331,5,1.06,TK 10 (COOKVILLE) TO BRIDGEWATER TOWN LINE NORTH,07/23/2018,100 M NORTH OF RIVERVIEW DR (SB),A,VC,LUN,4,1386,1160,S,,
103100,103,100,11.66,EXIT 11 (RTE 324)(BLOCKHOUSE) TO EXIT 12 (TK 10)(BRIDGEWATER),07/23/2018,2.5 KM WEST OF EXIT 11 (WB) (LOOPS),C,TC,LUN,,6181,4610,W,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/23/2018,JUST SOUTH OF RTE 331 (SB),A,VC,LUN,10,6145,5450,S,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/23/2018,50 M SOUTH OF PINEGROVE RD (SB),A,VC,LUN,10,6145,5450,S,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/23/2018,50 M SOUTH OF PINEGROVE RD (NB),A,VC,LUN,17,3291,2920,N,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),07/21/2018,0.5 KM NORTH OF HWY 103 INTER/C,B,TC,LUN,,3896,3150,,,
7060,7,60,3.6,RTE 224 (SHEET HARBOUR) TO RTE 374,07/19/2018,2.5 KM EAST OF RTE 224,B,TC,HFX,,2850,2430,,,
7054,7,54,11.99,MOOSELAND RD (MOOSELAND) TO TAYLOR HEAD RD (SPRY BAY),07/19/2018,3 KM EAST OF MOOSELAND RD (WB),B,VC,HFX,5,675,580,W,,
7054,7,54,11.99,MOOSELAND RD (MOOSELAND) TO TAYLOR HEAD RD (SPRY BAY),07/19/2018,3 KM EAST OF MOOSELAND RD (EB),B,VC,HFX,5,684,580,E,,
7062,7,62,11.99,RTE 374 TO PORT DUFFERIN BRIDGE (SALMON RIVER),07/19/2018,5 KM WEST OF RTE 374,D,TC,HFX,,1273,940,,,
374027,374,27,20.64,HALIFAX-GUYSBOROUGH COUNTY LINE TO 15 MILE STREAM BRIDGE,07/19/2018,0.5 KM NORTH OF ABRAHAMS LAKE RD (SB),C,VC,HFX,10,98,70,S,,
374027,374,27,20.64,HALIFAX-GUYSBOROUGH COUNTY LINE TO 15 MILE STREAM BRIDGE,07/19/2018,0.5 KM NORTH OF ABRAHAMS LAKE RD (NB),C,VC,HFX,16,96,70,N,,
7064,7,64,14.46,PORT DUFFERIN BRIDGE (SALMON RIVER) TO MOOSEHEAD RD (MOOSEHEAD),07/19/2018,3 KM EAST OF SMITH POINT RD,D,TC,HFX,,837,620,,,
7066,7,66,11.77,MOOSEHEAD RD (MOOSEHEAD) TO GUYSBOROUGH-HALIFAX COUNTY LINE,07/19/2018,1 KM EAST OF NAUGLERS SETTLEMENT RD,D,TC,HFX,,765,570,,,
3195,3,195,0.8,LIVERPOOL WEST LINE TO HWY 103 CONNECTOR (EXIT 20A),07/18/2018,JUST EAST OF CONNECTOR,C,TC,QUE,,2784,2110,,,
3200,3,200,8.9,HWY 103 CONNECTOR (EXIT 20A) TO BEECH HILL RD (HUNTS POINT),07/18/2018,1 KM WEST OF GULL ISLAND RD,C,TC,QUE,,2015,1530,,,
3185,3,185,0.19,LIVERPOOL NORTH LINE TO TK 8 (LIVERPOOL),07/18/2018,50 M EAST OF OLD FALLS RD,B,TC,QUE,,5934,5070,,,
3180,3,180,7.13,HWY 103 INTER/C (BROOKLYN) TO LIVERPOOL NORTH LINE,07/18/2018,0.5 KM WEST OF EASTERN SHORE RD (EB),B,VC,QUE,5,1439,1230,E,,
3180,3,180,7.13,HWY 103 INTER/C (BROOKLYN) TO LIVERPOOL NORTH LINE,07/18/2018,0.5 KM WEST OF EASTERN SHORE RD (WB),B,VC,QUE,5,1340,1140,W,,
103175,103,175,16.4,EXIT 20A (LIVERPOOL) TO EXIT 21 (PORT MOUTON),07/18/2018,5 KM WEST OF EXIT 20A,B,TC,QUE,,3892,3320,,,
374028,374,28,6.83,15 MILE STREAM BRIDGE TO LEWISTON RD (LOCHABER MINES),07/18/2018,3 KM NORTH OF LEWISTON RD (LOCHABER MINES) (NB),B,VC,HFX,15,102,90,N,,
374028,374,28,6.83,15 MILE STREAM BRIDGE TO LEWISTON RD (LOCHABER MINES),07/18/2018,3 KM NORTH OF LEWISTON RD (LOCHABER MINES) (SB),B,VC,HFX,11,105,90,S,,
3205,3,205,7,BEECH HILL RD (HUNTS POINT) TO HWY 103 CONNECTOR RD (EXIT 21) (PORT MOUTON),07/18/2018,1.5 KM WEST OF HUNTS POINT (EB),C,VC,QUE,2,566,430,E,,
3205,3,205,7,BEECH HILL RD (HUNTS POINT) TO HWY 103 CONNECTOR RD (EXIT 21) (PORT MOUTON),07/18/2018,1.5 KM WEST OF HUNTS POINT (WB),C,VC,QUE,2,531,400,W,,
103170,103,170,3.48,EXIT 19 (TK 8)(LIVERPOOL) TO EXIT 20A (LIVERPOOL),07/18/2018,0.5 KM WEST OF TK 8 (LIVERPOOL),B,TC,QUE,,4049,3460,,,
3210,3,210,11.55,HWY 103 (SABLE RIVER) TO LITTLE HARBOUR RD (ALLENDALE),07/17/2018,3 KM WEST OF SABLE RIVER,B,TC,SHE,,701,600,,,
3215,3,215,3.32,LITTLE HARBOUR RD (ALLENDALE) TO BRIGHTON RD (LYDGATE),07/17/2018,JUST WEST OF PLEASANT POINT RD (WB),B,VC,SHE,7,434,370,W,,
3207,3,207,2.5,HWY 103 CONNECTOR RD (EXIT 21) (PORT MOUTON) TO END OF ROAD IN THIS SECTION,07/17/2018,200 M WEST OF HWY 103 CONNECTOR (PORT MOUTON),B,TC,QUE,,1409,1200,,,
3209,3,209,4.5,HWY 103 (EXIT 22) (PORT JOLI) TO END OF ROAD IN THIS SECTION,07/17/2018,200 M WEST OF HWY 103 CONNECTOR (PORT JOLI),B,TC,QUE,,602,510,,,
3215,3,215,3.32,LITTLE HARBOUR RD (ALLENDALE) TO BRIGHTON RD (LYDGATE),07/17/2018,JUST WEST OF PLEASANT POINT RD (EB),B,VC,SHE,3,439,370,E,,
103180,103,180,7.5,EXIT 21 (PORT MOUTON) TO EXIT 22 (PORT JOLI),07/17/2018,3.75 KM WEST OF EXIT 21 (PORT MOUTON),B,TC,QUE,,3514,3000,,,
103185,103,185,9.53,QUEENS/SHELBURNE COUNTY LINE TO EXIT 23 (SABLE RIVER INTER/S),07/17/2018,4.5 KM WEST OF QUEENS/SHELBURNE COUNTY LINE,B,TC,SHE,,3168,2700,,,
3230,3,230,8.91,EAST JORDAN-WEST GREEN HARBOUR LINE TO HWY 103 (JORDAN FALLS),07/17/2018,1 KM EAST OF JORDAN FALLS,C,TC,SHE,,1538,1170,,,
3220,3,220,9.8,BRIGHTON RD (LYDGATE) TO EAST JORDAN-WEST GREEN HARBOUR LINE,07/17/2018,JUST WEST OF WEST GREEN HARBOUR RD (WB),B,VC,SHE,4,625,530,W,,
3220,3,220,9.8,BRIGHTON RD (LYDGATE) TO EAST JORDAN-WEST GREEN HARBOUR LINE,07/17/2018,JUST WEST OF WEST GREEN HARBOUR RD (EB),B,VC,SHE,5,634,540,E,,
1210,1,210,4.54,LAWRENCETOWN LANE TO PARADISE LANE,07/16/2018,0.5 KM WEST OF ELLIOT RD,A,TC,ANN,,2205,1920,,,
101150,101,150,8.31,EXIT 15 (RTE 360-BERWICK) TO EXIT 16 (AYLESFORD INTER/C),07/16/2018,4 KM WEST OF EXIT 15,B,TC,KIN,,11164,9530,,,
101180,101,180,3.36,EXIT 18A(VICTORIA RD INTER/C) TO EXIT 18 (BROOKLYN RD INTER/C),07/16/2018,2.5 KM WEST OF EXIT 18A,B,TC,ANN,,5345,4560,,,
101160,101,160,9.27,EXIT 16 (AYLESFORD INTER/C) TO EXIT 17E (KINGSTON INTER/C),07/16/2018,5.5 KM WEST OF EXIT 16,B,TC,KIN,,10102,8630,,,
224020,224,20,8.27,MARINETTE-SHEET HARBOUR LINE TO BEAVER DAM MINES RD (MARINETTE),07/12/2018,5 KM WEST OF RIVER RD (WB),A,VC,HFX,15,211,190,W,,
224027,224,27,5.39,PLEASANT VALLEY RD TO RTE 336 (UPPER MUSQUODOBOIT),07/12/2018,3 KM EAST OF RTE 336 (UPPER MUSQUODOBOIT) (WB),A,VC,HFX,25,377,330,W,,
224027,224,27,5.39,PLEASANT VALLEY RD TO RTE 336 (UPPER MUSQUODOBOIT),07/12/2018,3 KM EAST OF RTE 336 (UPPER MUSQUODOBOIT) (EB),A,VC,HFX,9,379,340,E,,
224020,224,20,8.27,MARINETTE-SHEET HARBOUR LINE TO BEAVER DAM MINES RD (MARINETTE),07/12/2018,5 KM WEST OF RIVER RD (EB),A,VC,HFX,15,218,190,E,,
203020,203,20,8.15,HWY 103 (EXIT 26) TO OAK HILL RD (LOWER OHIO),07/11/2018,3 KM WEST OF HWY 103 (WB),B,VC,SHE,13,643,550,W,,
203023,203,23,10.34,OAK HILL RD (LOWER OHIO) TO PURDYS HILL RD (MIDDLE OHIO),07/11/2018,2 KM WEST OF OAK HILL RD,B,TC,SHE,,430,366,,,
203038,203,38,11.25,EAST KEMPTVILLE BRIDGE TO RTE 340 (CARLETON),07/11/2018,0.25 KM EAST OF RTE 340,B,TC,YAR,,1157,990,,,
203020,203,20,8.15,HWY 103 (EXIT 26) TO OAK HILL RD (LOWER OHIO),07/11/2018,3 KM WEST OF HWY 103 (EB),B,VC,SHE,4,620,530,E,,
203033,203,33,10.28,BEAR LAKES BROOK BRIDGE TO EAST KEMPTVILLE RD,07/11/2018,10 KM EAST OF EAST BRANCH RD,B,TC,YAR,,51,40,,,
203035,203,35,11.08,EAST KEMPTVILLE RD TO EAST KEMPTVILLE BRIDGE,07/11/2018,JUST WEST OF DEPOT RD,B,TC,YAR,,207,180,,,
203025,203,25,16.87,PURDYS HILL RD (MIDDLE OHIO) TO SHELBURNE/YARMOUTH COUNTY LINE,07/11/2018,7.5 KM WEST OF PURDYS HILL RD,B,TC,SHE,,194,170,,,
203030,203,30,12.45,SHELBURNE/YARMOUTH COUNTY LINE TO BEAR LAKES BROOK BRIDGE,07/11/2018,3 KM WEST OF INDIAN FIELDS RD,B,TC,YAR,,52,40,,,
3290,3,290,7.45,SHAG HBR-LOWER SHAG HBR LINE TO CEMETERY RD (LOWER WOODS HARBOUR),07/10/2018,4 KM WEST OF SHAG HARBOUR (EAST LINE) (EB),B,VC,SHE,4,1168,990,E,,
7056,7,56,10.98,TAYLOR HEAD RD (SPRY BAY) TO RTE 224 (SHEET HARBOUR),07/10/2018,1.5 KM EAST OF MUSHABOOM RD,B,TC,HFX,,1588,1352,,,
3295,3,295,5.58,CEMETERY RD (LOWER WOODS HARBOUR) TO FORBES PT RD (CHARLESVILLE),07/10/2018,3 KM WEST OF WIRELESS STATION RD,B,TC,SHE,,1500,1280,,,
3290,3,290,7.45,SHAG HBR-LOWER SHAG HBR LINE TO CEMETERY RD (LOWER WOODS HARBOUR),07/10/2018,4 KM WEST OF SHAG HARBOUR (EAST LINE) (WB),B,VC,SHE,4,1151,980,W,,
3280,3,280,8.36,RTE 330 (BARRINGTON PASSAGE) TO SHAG HBR-LOWER SHAG HBR LINE,07/10/2018,1 KM WEST OF RTE 330,A,TC,SHE,,3920,3460,,,
3260,3,260,2.57,HWY 103 (BARRINGTON) TO OAK PARK RD (BARRINGTON WEST),07/10/2018,JUST EAST OF WEST RIVER RD (EB),B,VC,SHE,7,2035,1730,E,,
309010,309,10,11.12,TK 3 (BARRINGTON) TO WHARF RD (PORT LA TOUR),07/10/2018,3 KM SOUTH OF TK 3 (BARRINGTON),A,TC,SHE,,1209,1070,,,
3270,3,270,5.38,OAK PARK RD (BARRINGTON WEST) TO RTE 330 (BARRINGTON PASSAGE),07/10/2018,100 M EAST OF BARRINGTON PASSAGE/BARRINGTON LINE,B,TC,SHE,,7104,6050,,,
3260,3,260,2.57,HWY 103 (BARRINGTON) TO OAK PARK RD (BARRINGTON WEST),07/10/2018,JUST EAST OF WEST RIVER RD (WB),B,VC,SHE,7,1992,1700,W,,
